Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
APP0415,56490,54290,Salaried,28,Married,3,877,3,0.34,273159,542353,3832379,12,Home,Rural,Undergraduate,Female,Govt,0
APP0416,144713,46707,Salaried,36,Married,2,802,3,0.13,288650,376526,2509288,180,Business,Urban,Graduate,Male,Self,0
APP0417,75612,11219,Salaried,23,Single,1,446,3,0.29,250221,1701009,1992849,60,Business,Urban,Graduate,Male,Private,0
APP0418,120474,9399,Self-Employed,52,Married,2,728,3,0.16,29067,873623,1199302,360,Personal,Rural,Graduate,Male,Private,0
APP0419,56159,27657,Self-Employed,25,Married,3,464,4,0.27,397963,927510,2528491,24,Business,Urban,Undergraduate,Male,Private,0
APP0420,59710,20047,Self-Employed,40,Single,2,609,0,0.27,7056,333963,1080412,36,Personal,Rural,Graduate,Male,Govt,0
APP0421,164878,76095,Self-Employed,34,Single,3,817,3,0.65,495471,1417878,218561,84,Personal,Semi-Urban,Postgraduate,Male,Self,0
APP0422,133096,72154,Salaried,52,Single,2,313,4,0.65,259770,438292,3446859,360,Business,Semi-Urban,Graduate,Female,Govt,0
APP0423,127412,44891,Salaried,46,Married,4,431,4,0.12,34328,1248509,1993181,84,Personal,Rural,Graduate,Male,Private,0
APP0424,114924,6780,Salaried,26,Single,3,738,4,0.49,344856,751679,4796865,180,Personal,Urban,Undergraduate,Male,Govt,0
APP0425,26458,27050,Salaried,56,Single,1,562,2,0.08,57832,1492185,4798065,60,Personal,Urban,Undergraduate,Female,Private,0
APP0426,150993,73551,Salaried,25,Married,4,524,2,0.07,47771,789575,635698,60,Education,Semi-Urban,Graduate,Male,Private,0
APP0427,55524,68666,Business,33,Single,2,557,4,0.11,102421,756701,4238004,120,Personal,Urban,Undergraduate,Female,Private,0
APP0428,157925,53010,Salaried,52,Single,3,533,3,0.63,485021,1368225,4651199,360,Education,Semi-Urban,Postgraduate,Male,Private,0
APP0429,60477,38165,Salaried,36,Married,4,635,0,0.61,182587,1454209,4599429,60,Education,Rural,Undergraduate,Female,Self,0
APP0430,52222,11528,Salaried,21,Married,1,708,1,0.17,69538,162372,3803422,240,Personal,Semi-Urban,Graduate,Male,Govt,0
APP0431,38320,49608,Self-Employed,33,Single,3,323,2,0.15,466866,1339616,4436059,84,Personal,Urban,Postgraduate,Female,Private,0
APP0432,114154,5914,Self-Employed,31,Single,4,570,3,0.19,477194,1820405,1386712,120,Education,Rural,Graduate,Female,Govt,1
APP0433,72243,37136,Salaried,28,Married,4,394,3,0.36,307295,758339,1128009,180,Education,Semi-Urban,Postgraduate,Male,Self,0
APP0434,196687,11179,Salaried,45,Single,4,441,1,0.39,137701,1361349,4714094,60,Personal,Semi-Urban,Graduate,Female,Private,0
APP0435,168424,12076,Self-Employed,52,Married,0,380,1,0.18,350607,1469398,1812671,48,Personal,Urban,Graduate,Male,Private,1
APP0436,92833,24783,Salaried,44,Married,2,573,3,0.5,101853,1612780,2812282,180,Business,Rural,Graduate,Male,Private,1
APP0437,113476,46716,Self-Employed,48,Married,3,575,1,0.24,94432,61330,2478581,360,Education,Semi-Urban,Postgraduate,Male,Govt,0
APP0438,134560,50298,Self-Employed,34,Single,3,764,3,0.6,295299,793983,946553,240,Education,Rural,Graduate,Male,Govt,0
APP0439,154275,54304,Salaried,23,Single,3,507,1,0.44,256529,363116,4672791,12,Business,Rural,Postgraduate,Male,Private,0
APP0440,59267,79360,Salaried,56,Married,4,595,1,0.31,154360,1430343,1303039,36,Education,Urban,Undergraduate,Male,Private,0
APP0441,57941,69835,Business,47,Married,2,338,3,0.52,317732,1760358,73439,48,Home,Semi-Urban,Graduate,Male,Govt,0
APP0442,102809,8118,Salaried,40,Married,1,587,4,0.54,223023,1557644,1456546,120,Education,Rural,Postgraduate,Female,Govt,0
APP0443,45368,76292,Salaried,35,Single,3,423,3,0.22,172157,375360,2551469,84,Business,Urban,Graduate,Female,Self,0
APP0444,97186,56911,Self-Employed,47,Single,2,582,0,0.25,16251,854214,667064,360,Home,Rural,Undergraduate,Male,Self,1
APP0445,50984,73489,Business,48,Single,2,479,1,0.61,107420,327535,4981983,360,Personal,Rural,Graduate,Male,Private,0
APP0446,193013,15185,Business,45,Single,0,396,2,0.15,161646,1415677,1536709,12,Business,Semi-Urban,Postgraduate,Male,Private,0
APP0447,20801,41792,Self-Employed,53,Single,3,490,1,0.08,276767,1696410,4598793,48,Business,Semi-Urban,Undergraduate,Male,Govt,0
APP0448,126538,50613,Salaried,34,Married,4,373,0,0.32,222544,1960014,294361,84,Personal,Rural,Undergraduate,Male,Private,0
APP0449,132201,33927,Salaried,28,Married,2,746,2,0.53,321859,587699,4980226,36,Business,Rural,Postgraduate,Male,Self,0
APP0450,67965,386,Self-Employed,34,Married,2,796,2,0.51,273267,764797,1532988,24,Education,Urban,Graduate,Male,Govt,0
APP0451,105269,72728,Self-Employed,21,Single,1,860,3,0.6,270205,1121761,956030,24,Personal,Urban,Postgraduate,Female,Govt,0
APP0452,161041,76281,Salaried,36,Single,0,783,4,0.37,111393,499961,2844399,360,Business,Semi-Urban,Undergraduate,Male,Private,0
APP0453,55969,30020,Business,38,Married,2,415,3,0.11,259216,1704824,4692824,48,Personal,Semi-Urban,Postgraduate,Male,Private,0
APP0454,183521,42678,Salaried,27,Single,2,834,2,0.4,369179,500735,4739948,12,Personal,Semi-Urban,Graduate,Male,Govt,1
APP0455,111679,61394,Salaried,35,Married,4,397,2,0.52,306239,127574,2919595,360,Personal,Semi-Urban,Undergraduate,Male,Private,0
APP0456,176777,68945,Salaried,44,Married,4,627,4,0.11,195690,1761071,4007396,24,Home,Urban,Postgraduate,Male,Private,0
APP0457,48363,56414,Salaried,33,Single,1,706,1,0.15,426667,1078000,1839806,360,Business,Semi-Urban,Postgraduate,Male,Private,1
APP0458,181792,54816,Salaried,29,Single,1,612,4,0.06,349041,1090135,1590545,24,Home,Urban,Graduate,Male,Private,1
APP0459,161044,55918,Salaried,35,Single,1,447,3,0.41,86443,510926,1017035,48,Business,Semi-Urban,Postgraduate,Male,Self,0
APP0460,53351,62694,Salaried,55,Married,4,641,1,0.58,385149,248290,130570,48,Education,Semi-Urban,Graduate,Female,Private,0
APP0461,131023,29455,Self-Employed,44,Married,4,794,3,0.45,301958,1321795,3976427,12,Education,Urban,Postgraduate,Female,Self,0
APP0462,187217,38735,Self-Employed,53,Single,0,322,4,0.64,90141,415915,1002573,120,Education,Urban,Graduate,Male,Private,0
APP0463,107948,12109,Self-Employed,36,Married,3,404,1,0.09,496008,1751908,1827182,120,Business,Semi-Urban,Postgraduate,Male,Private,1
APP0464,76235,45802,Business,28,Married,3,878,4,0.59,212940,1558544,743920,360,Personal,Semi-Urban,Undergraduate,Male,Private,0
APP0465,34855,68020,Salaried,49,Single,0,857,0,0.54,173904,272094,485643,360,Personal,Urban,Graduate,Male,Self,0
APP0466,187241,34622,Salaried,43,Married,3,892,2,0.24,493228,1709349,3059192,360,Home,Rural,Undergraduate,Male,Self,1
APP0467,197476,2597,Business,51,Single,4,521,1,0.63,145517,1087881,3125152,12,Home,Semi-Urban,Graduate,Male,Govt,1
APP0468,170641,40597,Salaried,34,Single,3,314,2,0.22,169562,522037,4841344,180,Education,Rural,Undergraduate,Male,Self,0
APP0469,145074,40954,Business,50,Married,4,377,0,0.58,34767,1314289,1671398,360,Home,Semi-Urban,Postgraduate,Male,Self,0
APP0470,74437,69519,Salaried,59,Married,0,621,1,0.58,51057,66778,416447,120,Business,Semi-Urban,Postgraduate,Male,Private,0
APP0471,199578,56115,Business,47,Single,1,540,2,0.5,216818,1413353,2008303,120,Business,Rural,Postgraduate,Female,Govt,0
APP0472,176810,43151,Salaried,36,Single,0,317,2,0.39,225767,1865093,2891554,84,Home,Semi-Urban,Undergraduate,Female,Self,0
APP0473,157844,17040,Business,26,Single,3,753,1,0.12,471316,1525637,1476007,48,Home,Semi-Urban,Graduate,Female,Self,1
APP0474,110410,44772,Salaried,53,Single,4,742,2,0.37,177115,1407027,3305298,180,Home,Urban,Graduate,Male,Private,1
APP0475,39731,63832,Business,38,Single,3,576,2,0.26,353899,878606,4767003,24,Home,Semi-Urban,Postgraduate,Female,Self,0
APP0476,161203,27916,Salaried,36,Single,3,723,1,0.53,295090,560451,1703986,120,Education,Urban,Undergraduate,Male,Govt,0
APP0477,86324,44871,Self-Employed,32,Married,1,775,2,0.5,172659,1098168,4376943,36,Education,Urban,Postgraduate,Female,Govt,0
APP0478,101720,26372,Business,40,Married,3,326,2,0.6,270508,218223,622166,36,Home,Urban,Postgraduate,Male,Private,0
APP0479,116433,61707,Salaried,49,Married,1,813,3,0.06,468070,1236981,2196002,120,Business,Urban,Graduate,Female,Private,0
APP0480,22889,39080,Self-Employed,50,Married,4,763,3,0.54,192160,1428151,3065750,36,Education,Rural,Undergraduate,Male,Private,0
APP0481,29569,42722,Self-Employed,46,Married,4,662,0,0.61,82015,532327,716495,60,Business,Urban,Graduate,Female,Govt,0
APP0482,107193,29048,Salaried,42,Married,1,682,3,0.52,143470,139270,4061204,180,Personal,Semi-Urban,Postgraduate,Female,Self,0
APP0483,105192,9777,Self-Employed,53,Single,0,824,3,0.13,400668,165426,108791,48,Business,Rural,Graduate,Male,Govt,1
APP0484,107154,54711,Self-Employed,59,Married,4,681,0,0.1,354352,1819449,3026367,120,Home,Semi-Urban,Graduate,Male,Govt,1
APP0485,128073,36331,Business,49,Married,0,483,2,0.06,390352,1314544,189118,120,Personal,Urban,Graduate,Female,Govt,0
APP0486,27612,20968,Salaried,42,Married,4,493,2,0.43,431409,1885428,4773526,24,Education,Semi-Urban,Graduate,Male,Private,0
APP0487,71644,53969,Salaried,33,Married,4,761,3,0.43,477617,351679,2776217,180,Education,Semi-Urban,Postgraduate,Female,Self,1
APP0488,52069,11292,Business,29,Married,2,355,0,0.64,30345,3436,2401316,360,Personal,Semi-Urban,Graduate,Male,Private,1
APP0489,101741,40794,Business,44,Married,3,529,2,0.29,353039,1666414,2520394,360,Business,Rural,Graduate,Male,Self,0
APP0490,178403,79459,Salaried,35,Married,3,788,4,0.25,210407,696217,639352,240,Education,Rural,Graduate,Male,Govt,0
APP0491,75897,50192,Self-Employed,56,Single,0,327,1,0.42,457412,1064633,1417904,84,Home,Semi-Urban,Graduate,Male,Private,1
APP0492,165006,27703,Salaried,33,Single,3,882,1,0.55,159125,525598,77424,60,Personal,Urban,Graduate,Female,Private,0
APP0493,161167,69165,Salaried,47,Single,0,483,1,0.61,261624,1699777,3854130,12,Home,Semi-Urban,Graduate,Male,Private,0
APP0494,122544,67650,Salaried,57,Single,4,724,3,0.53,498644,468571,3694221,12,Personal,Urban,Postgraduate,Male,Govt,0
APP0495,38706,56516,Salaried,27,Married,2,674,1,0.31,134022,1817705,4513587,240,Education,Rural,Postgraduate,Male,Private,1
APP0496,194588,22257,Self-Employed,28,Single,2,340,1,0.43,481436,1827852,323370,48,Business,Urban,Postgraduate,Male,Private,0
APP0497,123602,51672,Salaried,57,Single,4,783,4,0.56,403231,996497,4717818,12,Personal,Urban,Graduate,Female,Private,0
APP0498,54629,63308,Business,34,Married,1,559,2,0.34,233273,1638877,4590100,360,Personal,Rural,Graduate,Female,Private,0
APP0499,197982,77583,Business,32,Single,1,740,4,0.18,406873,846454,1090062,36,Home,Semi-Urban,Undergraduate,Male,Govt,0
APP0500,144746,22113,Self-Employed,56,Married,3,383,3,0.15,318260,664266,4839239,84,Education,Urban,Postgraduate,Female,Private,0
APP0501,40431,694,Salaried,37,Single,0,345,1,0.05,158023,1713804,3788633,180,Home,Semi-Urban,Graduate,Female,Govt,0
APP0502,60088,15588,Salaried,49,Single,2,739,2,0.48,364743,542834,210887,360,Education,Rural,Graduate,Male,Self,1
APP0503,195207,61756,Self-Employed,47,Married,3,818,1,0.12,234351,1147388,4941894,24,Home,Urban,Graduate,Female,Private,0
APP0504,189087,64085,Self-Employed,21,Single,4,737,1,0.2,293665,1645719,1867820,180,Personal,Rural,Graduate,Male,Govt,0
APP0505,51385,61142,Salaried,54,Single,2,435,3,0.23,321575,1046584,2623817,12,Home,Urban,Graduate,Male,Self,0
APP0506,90199,64373,Business,24,Single,0,482,1,0.39,277875,557437,3723547,24,Business,Rural,Postgraduate,Female,Private,0
APP0507,58677,6704,Self-Employed,44,Married,0,471,0,0.29,154816,1041564,4696586,180,Education,Rural,Postgraduate,Male,Govt,0
APP0508,138104,40136,Business,41,Single,1,889,2,0.45,330238,1424311,804380,120,Education,Urban,Postgraduate,Female,Private,0
APP0509,32818,67507,Self-Employed,53,Married,3,838,2,0.08,285567,1247029,3552183,60,Personal,Semi-Urban,Postgraduate,Female,Private,1
APP0510,83001,47361,Self-Employed,27,Married,4,419,0,0.12,381756,679044,2894814,360,Education,Urban,Undergraduate,Male,Self,0
APP0511,175049,58847,Salaried,21,Married,2,580,3,0.35,415784,1340578,1180700,24,Business,Semi-Urban,Postgraduate,Female,Self,0
APP0512,69832,11441,Business,23,Single,0,607,1,0.25,445627,1093906,2629072,240,Home,Semi-Urban,Undergraduate,Male,Self,0
APP0513,60931,14677,Business,35,Single,2,576,1,0.23,8934,1025718,750149,60,Personal,Semi-Urban,Graduate,Male,Private,0
APP0514,103990,27818,Salaried,51,Single,4,829,2,0.09,81945,1827916,807758,180,Business,Urban,Graduate,Male,Private,1
APP0515,92204,1868,Salaried,36,Single,2,594,3,0.59,256554,714564,2136508,48,Education,Urban,Graduate,Female,Private,0
APP0516,65784,67264,Salaried,30,Married,3,352,3,0.47,397587,1402923,977028,240,Education,Urban,Postgraduate,Male,Govt,0
APP0517,126305,73168,Self-Employed,49,Married,1,731,3,0.12,101946,1336013,1878864,360,Business,Urban,Undergraduate,Male,Private,0
APP0518,29921,12043,Business,26,Married,2,351,1,0.09,101344,1891877,4332378,120,Home,Semi-Urban,Graduate,Female,Private,0
APP0519,54959,71939,Salaried,49,Married,1,371,3,0.63,144244,876861,1206921,24,Home,Rural,Undergraduate,Female,Govt,0
APP0520,52328,15732,Self-Employed,37,Married,4,327,0,0.46,32358,135701,1316410,36,Personal,Semi-Urban,Graduate,Female,Private,0
APP0521,159931,55244,Salaried,42,Married,1,768,4,0.3,202385,5704,1554895,24,Education,Semi-Urban,Undergraduate,Male,Self,0
APP0522,109506,18526,Business,44,Married,2,846,3,0.47,134774,1181424,3672882,60,Business,Rural,Graduate,Male,Self,0
APP0523,94408,9340,Self-Employed,37,Married,2,700,4,0.5,286907,1236903,3341890,24,Home,Semi-Urban,Graduate,Male,Govt,0
APP0524,143852,22394,Self-Employed,41,Married,0,500,1,0.52,446889,572569,1286635,60,Personal,Rural,Graduate,Female,Govt,0
APP0525,46708,4102,Salaried,31,Married,2,765,3,0.34,498938,641260,4212974,240,Education,Semi-Urban,Graduate,Male,Private,0
APP0526,38847,19159,Salaried,27,Single,1,894,2,0.31,494922,1162108,3675991,24,Education,Urban,Graduate,Male,Self,0
APP0527,75989,65092,Salaried,59,Single,0,859,1,0.06,90997,424452,2269369,240,Personal,Urban,Graduate,Female,Govt,1
APP0528,145383,6212,Salaried,25,Single,2,678,0,0.61,246830,66780,4390405,120,Personal,Semi-Urban,Undergraduate,Male,Private,0
APP0529,24922,37405,Business,41,Married,2,476,0,0.41,335119,918837,4996031,120,Home,Urban,Postgraduate,Female,Govt,0
APP0530,72335,77061,Self-Employed,38,Married,4,351,4,0.17,143876,1248853,139067,60,Business,Urban,Graduate,Female,Private,1
APP0531,146913,55186,Business,55,Single,0,378,4,0.6,445810,1000624,4297824,180,Education,Semi-Urban,Postgraduate,Female,Private,0
APP0532,164613,44239,Business,40,Married,4,684,2,0.6,214820,444162,994339,120,Business,Semi-Urban,Postgraduate,Male,Private,0
APP0533,39551,10532,Self-Employed,35,Married,4,875,2,0.64,92189,1293531,2958941,84,Education,Semi-Urban,Graduate,Male,Govt,0
APP0534,170453,79054,Self-Employed,25,Married,4,307,0,0.57,92507,1366053,3173865,24,Education,Urban,Graduate,Female,Private,0
APP0535,133319,72012,Business,33,Married,3,513,3,0.65,334669,682637,4376620,84,Business,Urban,Graduate,Female,Govt,0
APP0536,75673,66540,Self-Employed,32,Married,4,324,0,0.2,471620,1754542,117952,24,Personal,Semi-Urban,Graduate,Female,Private,0
APP0537,121531,3271,Salaried,41,Married,1,749,0,0.56,104248,1705869,3797235,12,Home,Rural,Postgraduate,Male,Self,0
APP0538,42948,45482,Salaried,57,Single,2,756,2,0.54,29604,688874,962737,240,Education,Semi-Urban,Graduate,Female,Govt,1
APP0539,112264,209,Salaried,26,Married,3,760,4,0.19,383729,253130,3987999,60,Personal,Rural,Postgraduate,Female,Self,0
APP0540,79072,5539,Business,27,Married,4,497,2,0.11,420351,238408,4498470,360,Education,Rural,Postgraduate,Female,Private,0
APP0541,87560,19977,Self-Employed,46,Single,2,393,2,0.64,494296,614181,2323162,360,Home,Semi-Urban,Graduate,Female,Govt,0
APP0542,153558,74142,Salaried,28,Married,0,736,2,0.23,173990,1796543,1012239,48,Education,Urban,Postgraduate,Female,Private,1
APP0543,86691,68684,Self-Employed,29,Married,0,826,0,0.57,134716,1897966,4240635,180,Home,Semi-Urban,Graduate,Male,Govt,0
APP0544,161154,5607,Self-Employed,47,Single,2,677,3,0.05,186921,1972907,255532,60,Home,Semi-Urban,Undergraduate,Male,Private,0
APP0545,122781,51939,Salaried,24,Married,1,886,0,0.06,166919,1079420,4894218,120,Education,Semi-Urban,Graduate,Male,Private,1
APP0546,104105,18594,Salaried,41,Married,2,403,1,0.33,441990,376645,1160428,36,Education,Semi-Urban,Undergraduate,Male,Govt,0
APP0547,27086,58382,Self-Employed,51,Married,2,338,2,0.19,458925,1926208,3224108,180,Home,Semi-Urban,Postgraduate,Male,Private,0
APP0548,147818,7399,Salaried,41,Married,3,757,2,0.46,15680,1573656,527563,180,Personal,Urban,Graduate,Male,Self,0
APP0549,87853,25117,Self-Employed,45,Married,0,663,1,0.39,118508,432911,222263,36,Business,Semi-Urban,Postgraduate,Male,Self,1
APP0550,121925,33617,Salaried,59,Single,0,434,2,0.1,100619,1656051,3462802,240,Home,Urban,Undergraduate,Male,Private,0
APP0551,90027,7498,Business,35,Married,4,673,2,0.15,60037,42510,3072488,180,Education,Rural,Postgraduate,Male,Self,1
APP0552,35916,50624,Self-Employed,55,Married,2,531,2,0.28,104969,1480929,4757583,12,Education,Urban,Undergraduate,Female,Private,0
APP0553,35248,9628,Self-Employed,57,Married,2,338,1,0.16,116115,1161680,754914,180,Personal,Urban,Undergraduate,Female,Private,0
APP0554,44226,329,Business,48,Married,1,346,0,0.53,63914,1777346,2890999,48,Business,Semi-Urban,Graduate,Male,Self,1
APP0555,176097,38619,Salaried,34,Single,0,335,2,0.3,162381,1524004,4560465,84,Home,Semi-Urban,Graduate,Female,Private,0
APP0556,68380,7032,Salaried,24,Married,1,394,3,0.11,112255,1874640,1549090,360,Home,Semi-Urban,Postgraduate,Male,Private,0
APP0557,27848,48094,Salaried,40,Married,3,660,1,0.34,15349,1740726,3965840,240,Business,Urban,Graduate,Male,Private,1
APP0558,34274,38034,Self-Employed,54,Married,4,824,4,0.1,473295,1041788,4688909,60,Home,Semi-Urban,Undergraduate,Male,Self,0
APP0559,74545,55264,Self-Employed,32,Married,1,445,1,0.13,459036,1394288,778666,120,Business,Urban,Undergraduate,Male,Self,0
APP0560,116494,47850,Self-Employed,53,Married,0,667,0,0.19,211068,1833715,2303749,12,Education,Rural,Graduate,Female,Private,1
APP0561,135981,4722,Salaried,44,Single,3,364,1,0.57,432769,1472677,3671036,240,Business,Rural,Graduate,Female,Private,0
APP0562,186305,17772,Salaried,40,Married,2,527,4,0.6,33525,1113790,654918,84,Home,Semi-Urban,Postgraduate,Male,Private,0
APP0563,36304,41679,Salaried,25,Married,3,819,3,0.55,273092,994048,1040975,48,Business,Urban,Graduate,Male,Private,0
APP0564,31294,68771,Salaried,58,Married,1,854,4,0.25,19498,1617734,4799872,84,Personal,Semi-Urban,Undergraduate,Male,Govt,0
APP0565,46425,4576,Self-Employed,50,Single,0,480,1,0.21,417207,783577,3844146,60,Education,Urban,Graduate,Male,Private,0
APP0566,130777,26707,Salaried,44,Married,1,800,4,0.38,226582,1096686,2081172,36,Education,Semi-Urban,Postgraduate,Male,Private,0
APP0567,160497,41632,Salaried,27,Single,2,896,1,0.48,499150,1944422,2609909,120,Business,Urban,Graduate,Male,Private,0
APP0568,111549,41476,Business,56,Single,2,454,3,0.65,64790,1572114,2940128,36,Home,Rural,Postgraduate,Female,Govt,0
APP0569,113464,30285,Salaried,58,Single,0,834,3,0.13,405876,660531,763341,24,Personal,Urban,Graduate,Female,Govt,0
APP0570,196062,24154,Salaried,36,Married,4,734,0,0.08,31245,140661,984836,48,Education,Semi-Urban,Postgraduate,Male,Self,1
APP0571,126748,20054,Self-Employed,35,Married,3,398,3,0.47,136310,18077,2423684,120,Education,Semi-Urban,Graduate,Female,Private,0
APP0572,88295,17165,Salaried,43,Single,3,671,2,0.55,418136,851306,575982,60,Home,Semi-Urban,Postgraduate,Male,Govt,0
APP0573,36091,14439,Self-Employed,32,Single,2,862,4,0.56,51659,1514038,1054181,240,Home,Urban,Undergraduate,Male,Private,0
APP0574,139943,44518,Business,49,Single,1,661,4,0.46,393127,246797,4070362,360,Personal,Rural,Graduate,Male,Private,0
APP0575,151074,26962,Business,35,Married,1,411,1,0.62,79874,1527564,1622464,120,Business,Semi-Urban,Graduate,Male,Govt,0
APP0576,70411,53934,Salaried,49,Married,4,752,3,0.36,309661,169299,2710209,240,Home,Semi-Urban,Graduate,Female,Private,0
APP0577,192030,37763,Business,41,Married,1,468,0,0.6,131618,1456729,4676940,240,Business,Urban,Postgraduate,Male,Private,0
APP0578,115696,64094,Salaried,35,Single,3,883,0,0.63,80885,1320474,2719086,24,Personal,Semi-Urban,Postgraduate,Male,Private,0
APP0579,171779,19464,Salaried,34,Married,1,438,0,0.56,51350,1336408,3630196,12,Business,Semi-Urban,Postgraduate,Male,Private,0
APP0580,166320,42036,Salaried,36,Married,4,530,2,0.24,344323,793480,2158062,48,Education,Urban,Graduate,Male,Private,0
APP0581,91309,33270,Business,35,Single,3,538,3,0.17,259251,1333288,2631517,48,Business,Urban,Graduate,Female,Self,0
APP0582,166109,42299,Salaried,24,Married,1,552,0,0.38,426490,884015,2899401,24,Personal,Rural,Postgraduate,Male,Private,0
APP0583,87421,31541,Salaried,47,Single,3,735,2,0.32,312157,992523,4902033,36,Personal,Urban,Graduate,Male,Private,1
APP0584,60612,73545,Self-Employed,43,Married,2,860,4,0.58,242275,410761,4591542,36,Personal,Urban,Undergraduate,Male,Govt,0
APP0585,33450,77078,Salaried,49,Married,2,721,1,0.11,44913,94449,4243319,60,Business,Semi-Urban,Graduate,Male,Private,1
APP0586,29491,29765,Salaried,29,Married,2,602,3,0.2,240237,569505,2434703,12,Education,Rural,Postgraduate,Male,Private,0
APP0587,137026,23769,Salaried,27,Single,1,371,3,0.5,312963,1227770,3362739,240,Home,Urban,Graduate,Female,Govt,0
APP0588,94804,20156,Salaried,24,Married,4,562,4,0.11,87168,1571624,1357729,180,Education,Semi-Urban,Graduate,Male,Private,0
APP0589,113293,50481,Salaried,25,Married,3,521,3,0.24,359824,164818,1517962,180,Business,Urban,Postgraduate,Female,Govt,0
APP0590,139498,13435,Salaried,25,Single,0,376,3,0.28,476073,926213,4840500,36,Business,Urban,Postgraduate,Female,Private,0
APP0591,157863,69650,Self-Employed,31,Married,2,361,3,0.42,361936,1176449,1972244,24,Home,Urban,Undergraduate,Female,Private,0
APP0592,125475,46336,Salaried,48,Married,2,770,3,0.14,200982,1336078,2909281,12,Business,Rural,Graduate,Male,Private,0
APP0593,48314,36135,Salaried,36,Married,0,456,2,0.57,159557,114064,3019137,84,Personal,Urban,Graduate,Male,Private,0
APP0594,71883,73631,Business,50,Married,0,424,2,0.32,401076,1846031,4983574,360,Personal,Urban,Postgraduate,Male,Govt,0
APP0595,107086,37909,Salaried,24,Single,1,460,1,0.6,54875,619675,1449155,12,Personal,Semi-Urban,Postgraduate,Female,Private,0
APP0596,121291,69487,Self-Employed,22,Married,3,840,3,0.33,150991,684116,1147584,60,Personal,Rural,Graduate,Male,Govt,0
APP0597,29967,21468,Salaried,23,Married,2,890,4,0.22,497089,1758217,4767647,240,Personal,Urban,Graduate,Male,Self,0
APP0598,63220,47655,Salaried,41,Married,4,834,0,0.14,341091,966793,3510762,240,Business,Semi-Urban,Graduate,Male,Govt,1
APP0599,156019,34341,Salaried,26,Single,1,405,1,0.05,14586,975601,427403,48,Home,Urban,Undergraduate,Male,Self,0
APP0600,190491,64182,Salaried,38,Married,1,430,0,0.37,56986,994185,1545166,120,Home,Semi-Urban,Graduate,Male,Private,0
APP0601,76131,51786,Salaried,25,Married,4,656,0,0.11,356992,86728,1390124,120,Personal,Semi-Urban,Graduate,Male,Private,1
APP0602,48876,68304,Salaried,29,Married,4,301,3,0.29,290199,1226907,2474519,48,Business,Semi-Urban,Graduate,Female,Private,0
APP0603,121448,46514,Salaried,40,Married,4,532,4,0.4,433106,1722775,1078512,60,Education,Urban,Graduate,Male,Self,0
APP0604,171043,33979,Salaried,48,Married,0,668,0,0.22,461297,813842,534948,240,Education,Urban,Graduate,Male,Govt,1
APP0605,69228,55107,Salaried,46,Married,2,550,0,0.16,33807,1154272,4813689,120,Business,Urban,Postgraduate,Male,Govt,0
APP0606,94495,1160,Salaried,38,Single,0,407,1,0.51,221992,1040963,2784711,120,Personal,Urban,Graduate,Male,Private,0
APP0607,48261,72577,Salaried,39,Married,2,575,4,0.62,314321,273591,1189987,360,Home,Urban,Undergraduate,Male,Govt,0
APP0608,126601,10846,Salaried,23,Single,0,479,4,0.11,492677,1166530,597929,120,Business,Rural,Graduate,Female,Govt,1
APP0609,81260,19924,Self-Employed,29,Single,3,592,0,0.14,73625,86569,2356995,240,Education,Rural,Postgraduate,Male,Self,0
APP0610,154418,13882,Salaried,56,Married,2,883,4,0.63,412458,237963,3163119,60,Education,Rural,Undergraduate,Female,Self,0
APP0611,76176,1095,Self-Employed,51,Married,1,474,1,0.07,323461,731025,355056,84,Education,Rural,Postgraduate,Male,Private,0
APP0612,72300,40983,Self-Employed,37,Married,2,422,1,0.64,438194,1930902,556313,36,Personal,Semi-Urban,Postgraduate,Male,Self,0
APP0613,162412,14123,Salaried,43,Single,2,526,1,0.05,283577,1848915,4614675,12,Education,Semi-Urban,Graduate,Female,Private,0
APP0614,53012,66615,Business,54,Married,2,743,3,0.57,38282,1070213,4730078,24,Business,Urban,Graduate,Male,Private,0
APP0615,186465,45278,Business,25,Married,3,727,0,0.23,81519,693556,4446850,180,Business,Semi-Urban,Postgraduate,Male,Private,1
APP0616,122153,51999,Salaried,35,Married,0,382,4,0.61,245346,939873,178773,12,Education,Semi-Urban,Undergraduate,Male,Private,0
APP0617,176629,31153,Salaried,23,Single,1,364,1,0.24,310722,750377,2256810,360,Business,Semi-Urban,Postgraduate,Male,Self,0
APP0618,93273,18344,Self-Employed,39,Single,0,580,0,0.44,135843,1276865,3818900,120,Education,Rural,Postgraduate,Female,Private,0
APP0619,132328,37656,Self-Employed,48,Married,0,690,0,0.1,113333,1706525,4957227,60,Education,Urban,Postgraduate,Male,Private,1
APP0620,130304,70515,Salaried,23,Single,4,727,3,0.2,468423,1072136,2990322,84,Home,Urban,Graduate,Female,Govt,0
APP0621,126637,1212,Salaried,58,Married,3,406,4,0.51,160205,1838042,1397962,180,Personal,Rural,Graduate,Female,Govt,0
